utilization.gpu [%], utilization.memory [%], memory.used [MiB]
10 %, 0 %, 401 MiB
10 %, 0 %, 401 MiB
10 %, 0 %, 403 MiB
10 %, 0 %, 403 MiB
10 %, 0 %, 403 MiB
10 %, 0 %, 403 MiB
10 %, 0 %, 403 MiB
10 %, 0 %, 403 MiB
10 %, 0 %, 403 MiB
10 %, 0 %, 403 MiB
10 %, 0 %, 403 MiB
10 %, 0 %, 403 MiB
10 %, 0 %, 403 MiB
10 %, 0 %, 403 MiB
10 %, 0 %, 403 MiB
10 %, 0 %, 403 MiB
10 %, 0 %, 403 MiB
10 %, 0 %, 403 MiB
10 %, 0 %, 405 MiB
10 %, 0 %, 405 MiB
10 %, 0 %, 405 MiB
8 %, 0 %, 407 MiB
8 %, 0 %, 407 MiB
8 %, 0 %, 407 MiB
8 %, 0 %, 409 MiB
8 %, 0 %, 409 MiB
8 %, 0 %, 409 MiB
8 %, 0 %, 411 MiB
8 %, 0 %, 411 MiB
8 %, 0 %, 411 MiB
8 %, 0 %, 413 MiB
8 %, 0 %, 413 MiB
8 %, 0 %, 413 MiB
8 %, 0 %, 413 MiB
8 %, 0 %, 413 MiB
8 %, 0 %, 413 MiB
8 %, 0 %, 413 MiB
8 %, 0 %, 413 MiB
8 %, 0 %, 413 MiB
8 %, 0 %, 413 MiB
8 %, 0 %, 413 MiB
8 %, 0 %, 413 MiB
8 %, 0 %, 413 MiB
8 %, 0 %, 413 MiB
8 %, 0 %, 413 MiB
8 %, 0 %, 413 MiB
8 %, 0 %, 413 MiB
8 %, 0 %, 413 MiB
8 %, 0 %, 413 MiB
8 %, 0 %, 413 MiB
8 %, 0 %, 413 MiB
8 %, 0 %, 413 MiB
8 %, 0 %, 413 MiB
8 %, 0 %, 413 MiB
8 %, 0 %, 413 MiB
8 %, 0 %, 413 MiB
8 %, 0 %, 413 MiB
8 %, 0 %, 413 MiB
8 %, 0 %, 413 MiB
8 %, 0 %, 413 MiB
8 %, 0 %, 413 MiB
8 %, 0 %, 413 MiB
8 %, 0 %, 413 MiB
8 %, 0 %, 413 MiB
8 %, 0 %, 413 MiB
8 %, 0 %, 413 MiB
8 %, 0 %, 413 MiB
8 %, 0 %, 413 MiB
8 %, 0 %, 413 MiB
8 %, 0 %, 413 MiB
8 %, 0 %, 413 MiB
8 %, 0 %, 413 MiB
8 %, 0 %, 413 MiB
8 %, 0 %, 413 MiB
8 %, 0 %, 413 MiB
8 %, 0 %, 413 MiB
8 %, 0 %, 413 MiB
8 %, 0 %, 413 MiB
8 %, 0 %, 413 MiB
8 %, 0 %, 413 MiB
8 %, 0 %, 413 MiB
8 %, 0 %, 413 MiB
8 %, 0 %, 413 MiB
8 %, 0 %, 413 MiB
8 %, 0 %, 413 MiB
8 %, 0 %, 413 MiB
8 %, 0 %, 413 MiB
8 %, 0 %, 413 MiB
8 %, 0 %, 413 MiB
8 %, 0 %, 413 MiB
8 %, 0 %, 413 MiB
8 %, 0 %, 413 MiB
8 %, 0 %, 413 MiB
8 %, 0 %, 413 MiB
8 %, 0 %, 413 MiB
8 %, 0 %, 413 MiB
8 %, 0 %, 415 MiB
8 %, 0 %, 415 MiB
8 %, 0 %, 415 MiB
8 %, 0 %, 415 MiB
8 %, 0 %, 415 MiB
8 %, 0 %, 415 MiB
8 %, 0 %, 417 MiB
8 %, 0 %, 417 MiB
8 %, 0 %, 417 MiB
8 %, 0 %, 417 MiB
8 %, 0 %, 417 MiB
8 %, 0 %, 417 MiB
8 %, 0 %, 419 MiB
8 %, 0 %, 419 MiB
8 %, 0 %, 419 MiB
8 %, 0 %, 419 MiB
8 %, 0 %, 419 MiB
8 %, 0 %, 419 MiB
8 %, 0 %, 419 MiB
8 %, 0 %, 419 MiB
8 %, 0 %, 419 MiB
8 %, 0 %, 419 MiB
8 %, 0 %, 419 MiB
8 %, 0 %, 419 MiB
8 %, 0 %, 419 MiB
8 %, 0 %, 419 MiB
8 %, 0 %, 419 MiB
8 %, 0 %, 419 MiB
8 %, 0 %, 419 MiB
8 %, 0 %, 419 MiB
8 %, 0 %, 419 MiB
8 %, 0 %, 419 MiB
8 %, 0 %, 419 MiB
8 %, 0 %, 419 MiB
8 %, 0 %, 419 MiB
8 %, 0 %, 419 MiB
8 %, 0 %, 419 MiB
8 %, 0 %, 419 MiB
8 %, 0 %, 419 MiB
8 %, 0 %, 419 MiB
8 %, 0 %, 419 MiB
8 %, 0 %, 419 MiB
8 %, 0 %, 419 MiB
8 %, 0 %, 419 MiB
8 %, 0 %, 419 MiB
8 %, 0 %, 419 MiB
8 %, 0 %, 421 MiB
8 %, 0 %, 421 MiB
8 %, 0 %, 421 MiB
8 %, 0 %, 421 MiB
8 %, 0 %, 421 MiB
8 %, 0 %, 421 MiB
8 %, 0 %, 421 MiB
8 %, 0 %, 421 MiB
8 %, 0 %, 423 MiB
8 %, 0 %, 423 MiB
8 %, 0 %, 423 MiB
8 %, 0 %, 423 MiB
8 %, 0 %, 423 MiB
8 %, 0 %, 423 MiB
8 %, 0 %, 423 MiB
8 %, 0 %, 423 MiB
8 %, 0 %, 423 MiB
8 %, 0 %, 423 MiB
8 %, 0 %, 423 MiB
8 %, 0 %, 425 MiB
8 %, 0 %, 425 MiB
8 %, 0 %, 425 MiB
8 %, 0 %, 425 MiB
8 %, 0 %, 425 MiB
8 %, 0 %, 425 MiB
8 %, 0 %, 427 MiB
8 %, 0 %, 427 MiB
8 %, 0 %, 427 MiB
8 %, 0 %, 427 MiB
8 %, 0 %, 427 MiB
8 %, 0 %, 427 MiB
8 %, 0 %, 429 MiB
8 %, 0 %, 429 MiB
8 %, 0 %, 429 MiB
8 %, 0 %, 429 MiB
8 %, 0 %, 429 MiB
8 %, 0 %, 429 MiB
8 %, 0 %, 429 MiB
8 %, 0 %, 429 MiB
8 %, 0 %, 429 MiB
8 %, 0 %, 429 MiB
8 %, 0 %, 429 MiB
8 %, 0 %, 429 MiB
8 %, 0 %, 429 MiB
8 %, 0 %, 429 MiB
8 %, 0 %, 429 MiB
8 %, 0 %, 429 MiB
8 %, 0 %, 429 MiB
8 %, 0 %, 429 MiB
8 %, 0 %, 429 MiB
8 %, 0 %, 429 MiB
8 %, 0 %, 429 MiB
8 %, 0 %, 429 MiB
8 %, 0 %, 431 MiB
8 %, 0 %, 431 MiB
8 %, 0 %, 431 MiB
8 %, 0 %, 431 MiB
8 %, 0 %, 431 MiB
8 %, 0 %, 431 MiB
8 %, 0 %, 431 MiB
8 %, 0 %, 431 MiB
8 %, 0 %, 431 MiB
8 %, 0 %, 431 MiB
8 %, 0 %, 431 MiB
8 %, 0 %, 431 MiB
8 %, 0 %, 431 MiB
8 %, 0 %, 431 MiB
8 %, 0 %, 431 MiB
5 %, 0 %, 431 MiB
5 %, 0 %, 431 MiB
5 %, 0 %, 431 MiB
5 %, 0 %, 431 MiB
5 %, 0 %, 433 MiB
5 %, 0 %, 433 MiB
5 %, 0 %, 435 MiB
5 %, 0 %, 435 MiB
5 %, 0 %, 435 MiB
5 %, 0 %, 437 MiB
5 %, 0 %, 437 MiB
5 %, 0 %, 439 MiB
5 %, 0 %, 439 MiB
5 %, 0 %, 439 MiB
5 %, 0 %, 441 MiB
5 %, 0 %, 441 MiB
5 %, 0 %, 441 MiB
5 %, 0 %, 441 MiB
5 %, 0 %, 441 MiB
5 %, 0 %, 441 MiB
5 %, 0 %, 441 MiB
5 %, 0 %, 441 MiB
5 %, 0 %, 441 MiB
5 %, 0 %, 441 MiB
5 %, 0 %, 441 MiB
5 %, 0 %, 441 MiB
5 %, 0 %, 441 MiB
5 %, 0 %, 441 MiB
5 %, 0 %, 441 MiB
5 %, 0 %, 441 MiB
5 %, 0 %, 441 MiB
5 %, 0 %, 441 MiB
5 %, 0 %, 441 MiB
5 %, 0 %, 441 MiB
5 %, 0 %, 441 MiB
5 %, 0 %, 441 MiB
5 %, 0 %, 441 MiB
5 %, 0 %, 441 MiB
5 %, 0 %, 441 MiB
5 %, 0 %, 441 MiB
5 %, 0 %, 441 MiB
5 %, 0 %, 441 MiB
5 %, 0 %, 441 MiB
5 %, 0 %, 441 MiB
5 %, 0 %, 441 MiB
5 %, 0 %, 441 MiB
5 %, 0 %, 441 MiB
5 %, 0 %, 441 MiB
5 %, 0 %, 441 MiB
5 %, 0 %, 441 MiB
5 %, 0 %, 441 MiB
5 %, 0 %, 441 MiB
5 %, 0 %, 441 MiB
5 %, 0 %, 441 MiB
5 %, 0 %, 443 MiB
5 %, 0 %, 443 MiB
5 %, 0 %, 443 MiB
5 %, 0 %, 445 MiB
5 %, 0 %, 445 MiB
5 %, 0 %, 445 MiB
5 %, 0 %, 445 MiB
5 %, 0 %, 445 MiB
5 %, 0 %, 445 MiB
5 %, 0 %, 445 MiB
5 %, 0 %, 445 MiB
5 %, 0 %, 445 MiB
5 %, 0 %, 445 MiB
5 %, 0 %, 445 MiB
5 %, 0 %, 445 MiB
5 %, 0 %, 445 MiB
5 %, 0 %, 447 MiB
5 %, 0 %, 447 MiB
5 %, 0 %, 447 MiB
5 %, 0 %, 447 MiB
5 %, 0 %, 447 MiB
5 %, 0 %, 447 MiB
5 %, 0 %, 447 MiB
5 %, 0 %, 447 MiB
5 %, 0 %, 447 MiB
5 %, 0 %, 447 MiB
5 %, 0 %, 447 MiB
5 %, 0 %, 449 MiB
5 %, 0 %, 449 MiB
5 %, 0 %, 449 MiB
5 %, 0 %, 449 MiB
5 %, 0 %, 449 MiB
5 %, 0 %, 449 MiB
5 %, 0 %, 449 MiB
5 %, 0 %, 449 MiB
5 %, 0 %, 449 MiB
5 %, 0 %, 449 MiB
5 %, 0 %, 449 MiB
8 %, 0 %, 449 MiB
8 %, 0 %, 449 MiB
8 %, 0 %, 449 MiB
8 %, 0 %, 449 MiB
8 %, 0 %, 449 MiB
8 %, 0 %, 449 MiB
8 %, 0 %, 449 MiB
8 %, 0 %, 449 MiB
8 %, 0 %, 449 MiB
8 %, 0 %, 449 MiB
8 %, 0 %, 449 MiB
8 %, 0 %, 449 MiB
8 %, 0 %, 449 MiB
8 %, 0 %, 449 MiB
8 %, 0 %, 449 MiB
8 %, 0 %, 449 MiB
8 %, 0 %, 451 MiB
8 %, 0 %, 451 MiB
8 %, 0 %, 451 MiB
8 %, 0 %, 453 MiB
8 %, 0 %, 453 MiB
8 %, 0 %, 453 MiB
8 %, 0 %, 453 MiB
8 %, 0 %, 455 MiB
8 %, 0 %, 455 MiB
8 %, 0 %, 455 MiB
8 %, 0 %, 455 MiB
8 %, 0 %, 455 MiB
8 %, 0 %, 455 MiB
8 %, 0 %, 455 MiB
8 %, 0 %, 455 MiB
8 %, 0 %, 457 MiB
8 %, 0 %, 457 MiB
8 %, 0 %, 461 MiB
8 %, 0 %, 461 MiB
8 %, 0 %, 463 MiB
8 %, 0 %, 463 MiB
8 %, 0 %, 463 MiB
8 %, 0 %, 463 MiB
8 %, 0 %, 463 MiB
8 %, 0 %, 463 MiB
8 %, 0 %, 463 MiB
8 %, 0 %, 463 MiB
8 %, 0 %, 465 MiB
8 %, 0 %, 465 MiB
8 %, 0 %, 465 MiB
8 %, 0 %, 467 MiB
8 %, 0 %, 467 MiB
8 %, 0 %, 469 MiB
8 %, 0 %, 469 MiB
8 %, 0 %, 469 MiB
8 %, 0 %, 469 MiB
8 %, 0 %, 469 MiB
8 %, 0 %, 469 MiB
8 %, 0 %, 471 MiB
8 %, 0 %, 471 MiB
8 %, 0 %, 471 MiB
8 %, 0 %, 471 MiB
8 %, 0 %, 471 MiB
8 %, 0 %, 473 MiB
8 %, 0 %, 473 MiB
8 %, 0 %, 473 MiB
8 %, 0 %, 473 MiB
8 %, 0 %, 475 MiB
8 %, 0 %, 475 MiB
8 %, 0 %, 475 MiB
8 %, 0 %, 475 MiB
8 %, 0 %, 475 MiB
8 %, 0 %, 475 MiB
8 %, 0 %, 477 MiB
8 %, 0 %, 477 MiB
8 %, 0 %, 477 MiB
8 %, 0 %, 477 MiB
8 %, 0 %, 477 MiB
8 %, 0 %, 477 MiB
8 %, 0 %, 479 MiB
8 %, 0 %, 479 MiB
8 %, 0 %, 479 MiB
8 %, 0 %, 479 MiB
8 %, 0 %, 479 MiB
8 %, 0 %, 481 MiB
8 %, 0 %, 481 MiB
8 %, 0 %, 481 MiB
8 %, 0 %, 481 MiB
8 %, 0 %, 481 MiB
8 %, 0 %, 483 MiB
8 %, 0 %, 483 MiB
8 %, 0 %, 483 MiB
8 %, 0 %, 483 MiB
8 %, 0 %, 483 MiB
8 %, 0 %, 483 MiB
8 %, 0 %, 483 MiB
8 %, 0 %, 483 MiB
8 %, 0 %, 483 MiB
8 %, 0 %, 483 MiB
8 %, 0 %, 483 MiB
8 %, 0 %, 483 MiB
8 %, 0 %, 483 MiB
8 %, 0 %, 483 MiB
8 %, 0 %, 483 MiB
8 %, 0 %, 483 MiB
8 %, 0 %, 483 MiB
8 %, 0 %, 483 MiB
8 %, 0 %, 483 MiB
8 %, 0 %, 483 MiB
8 %, 0 %, 483 MiB
8 %, 0 %, 483 MiB
8 %, 0 %, 483 MiB
8 %, 0 %, 483 MiB
8 %, 0 %, 483 MiB
8 %, 0 %, 483 MiB
8 %, 0 %, 483 MiB
8 %, 0 %, 483 MiB
8 %, 0 %, 483 MiB
8 %, 0 %, 483 MiB
8 %, 0 %, 483 MiB
8 %, 0 %, 483 MiB
8 %, 0 %, 483 MiB
8 %, 0 %, 483 MiB
8 %, 0 %, 483 MiB
8 %, 0 %, 483 MiB
8 %, 0 %, 483 MiB
8 %, 0 %, 483 MiB
8 %, 0 %, 483 MiB
8 %, 0 %, 483 MiB
8 %, 0 %, 483 MiB
8 %, 0 %, 483 MiB
8 %, 0 %, 483 MiB
8 %, 0 %, 483 MiB
8 %, 0 %, 483 MiB
8 %, 0 %, 483 MiB
8 %, 0 %, 483 MiB
8 %, 0 %, 483 MiB
8 %, 0 %, 483 MiB
8 %, 0 %, 483 MiB
8 %, 0 %, 483 MiB
8 %, 0 %, 483 MiB
8 %, 0 %, 483 MiB
8 %, 0 %, 483 MiB
8 %, 0 %, 483 MiB
8 %, 0 %, 483 MiB
8 %, 0 %, 483 MiB
8 %, 0 %, 483 MiB
8 %, 0 %, 483 MiB
8 %, 0 %, 483 MiB
8 %, 0 %, 483 MiB
8 %, 0 %, 483 MiB
8 %, 0 %, 483 MiB
8 %, 0 %, 483 MiB
8 %, 0 %, 483 MiB
8 %, 0 %, 483 MiB
8 %, 0 %, 483 MiB
8 %, 0 %, 483 MiB
8 %, 0 %, 483 MiB
8 %, 0 %, 483 MiB
8 %, 0 %, 483 MiB
8 %, 0 %, 483 MiB
8 %, 0 %, 483 MiB
8 %, 0 %, 483 MiB
8 %, 0 %, 485 MiB
8 %, 0 %, 487 MiB
8 %, 0 %, 489 MiB
8 %, 0 %, 489 MiB
8 %, 0 %, 489 MiB
8 %, 0 %, 489 MiB
8 %, 0 %, 489 MiB
8 %, 0 %, 489 MiB
8 %, 0 %, 491 MiB
8 %, 0 %, 491 MiB
8 %, 0 %, 493 MiB
8 %, 0 %, 493 MiB
8 %, 0 %, 493 MiB
8 %, 0 %, 493 MiB
8 %, 0 %, 493 MiB
8 %, 0 %, 493 MiB
8 %, 0 %, 493 MiB
8 %, 0 %, 493 MiB
8 %, 0 %, 495 MiB
8 %, 0 %, 495 MiB
8 %, 0 %, 497 MiB
8 %, 0 %, 497 MiB
8 %, 0 %, 497 MiB
8 %, 0 %, 497 MiB
3 %, 0 %, 497 MiB
3 %, 0 %, 499 MiB
3 %, 0 %, 499 MiB
3 %, 0 %, 499 MiB
3 %, 0 %, 499 MiB
3 %, 0 %, 499 MiB
3 %, 0 %, 499 MiB
3 %, 0 %, 501 MiB
3 %, 0 %, 503 MiB
3 %, 0 %, 509 MiB
3 %, 0 %, 517 MiB
3 %, 0 %, 533 MiB
3 %, 0 %, 533 MiB
3 %, 0 %, 543 MiB
3 %, 0 %, 553 MiB
3 %, 0 %, 553 MiB
3 %, 0 %, 553 MiB
3 %, 0 %, 553 MiB
3 %, 0 %, 553 MiB
3 %, 0 %, 553 MiB
3 %, 0 %, 553 MiB
3 %, 0 %, 553 MiB
3 %, 0 %, 553 MiB
3 %, 0 %, 553 MiB
3 %, 0 %, 553 MiB
3 %, 0 %, 553 MiB
3 %, 0 %, 553 MiB
3 %, 0 %, 553 MiB
3 %, 0 %, 553 MiB
3 %, 0 %, 553 MiB
3 %, 0 %, 553 MiB
3 %, 0 %, 553 MiB
3 %, 0 %, 553 MiB
3 %, 0 %, 553 MiB
3 %, 0 %, 553 MiB
3 %, 0 %, 553 MiB
3 %, 0 %, 553 MiB
3 %, 0 %, 553 MiB
3 %, 0 %, 553 MiB
3 %, 0 %, 553 MiB
3 %, 0 %, 553 MiB
3 %, 0 %, 553 MiB
3 %, 0 %, 553 MiB
3 %, 0 %, 553 MiB
3 %, 0 %, 553 MiB
3 %, 0 %, 553 MiB
3 %, 0 %, 553 MiB
3 %, 0 %, 553 MiB
3 %, 0 %, 553 MiB
3 %, 0 %, 553 MiB
3 %, 0 %, 553 MiB
3 %, 0 %, 553 MiB
3 %, 0 %, 553 MiB
3 %, 0 %, 553 MiB
3 %, 0 %, 553 MiB
3 %, 0 %, 553 MiB
3 %, 0 %, 553 MiB
3 %, 0 %, 553 MiB
3 %, 0 %, 553 MiB
3 %, 0 %, 553 MiB
3 %, 0 %, 553 MiB
3 %, 0 %, 553 MiB
3 %, 0 %, 553 MiB
3 %, 0 %, 553 MiB
3 %, 0 %, 553 MiB
3 %, 0 %, 553 MiB
3 %, 0 %, 553 MiB
3 %, 0 %, 553 MiB
3 %, 0 %, 553 MiB
3 %, 0 %, 553 MiB
3 %, 0 %, 553 MiB
3 %, 0 %, 553 MiB
3 %, 0 %, 553 MiB
3 %, 0 %, 553 MiB
3 %, 0 %, 553 MiB
3 %, 0 %, 557 MiB
3 %, 0 %, 557 MiB
3 %, 0 %, 557 MiB
3 %, 0 %, 557 MiB
3 %, 0 %, 557 MiB
3 %, 0 %, 557 MiB
3 %, 0 %, 557 MiB
3 %, 0 %, 557 MiB
3 %, 0 %, 557 MiB
3 %, 0 %, 557 MiB
3 %, 0 %, 557 MiB
3 %, 0 %, 557 MiB
3 %, 0 %, 557 MiB
3 %, 0 %, 557 MiB
3 %, 0 %, 557 MiB
3 %, 0 %, 557 MiB
3 %, 0 %, 557 MiB
3 %, 0 %, 557 MiB
3 %, 0 %, 557 MiB
3 %, 0 %, 557 MiB
3 %, 0 %, 557 MiB
3 %, 0 %, 557 MiB
3 %, 0 %, 557 MiB
3 %, 0 %, 557 MiB
3 %, 0 %, 557 MiB
3 %, 0 %, 557 MiB
3 %, 0 %, 557 MiB
3 %, 0 %, 557 MiB
3 %, 0 %, 557 MiB
3 %, 0 %, 557 MiB
3 %, 0 %, 557 MiB
3 %, 0 %, 557 MiB
3 %, 0 %, 557 MiB
3 %, 0 %, 557 MiB
3 %, 0 %, 557 MiB
3 %, 0 %, 557 MiB
3 %, 0 %, 557 MiB
3 %, 0 %, 557 MiB
3 %, 0 %, 557 MiB
3 %, 0 %, 557 MiB
3 %, 0 %, 557 MiB
3 %, 0 %, 557 MiB
3 %, 0 %, 557 MiB
3 %, 0 %, 557 MiB
3 %, 0 %, 557 MiB
3 %, 0 %, 557 MiB
3 %, 0 %, 557 MiB
3 %, 0 %, 575 MiB
3 %, 0 %, 575 MiB
3 %, 0 %, 575 MiB
3 %, 0 %, 575 MiB
3 %, 0 %, 575 MiB
3 %, 0 %, 575 MiB
3 %, 0 %, 575 MiB
3 %, 0 %, 577 MiB
3 %, 0 %, 577 MiB
3 %, 0 %, 577 MiB
3 %, 0 %, 577 MiB
3 %, 0 %, 577 MiB
3 %, 0 %, 577 MiB
3 %, 0 %, 577 MiB
3 %, 0 %, 577 MiB
3 %, 0 %, 577 MiB
3 %, 0 %, 577 MiB
3 %, 0 %, 579 MiB
3 %, 0 %, 579 MiB
3 %, 0 %, 579 MiB
3 %, 0 %, 579 MiB
3 %, 0 %, 579 MiB
3 %, 0 %, 579 MiB
3 %, 0 %, 579 MiB
3 %, 0 %, 579 MiB
3 %, 0 %, 579 MiB
3 %, 0 %, 579 MiB
3 %, 0 %, 579 MiB
3 %, 0 %, 579 MiB
3 %, 0 %, 579 MiB
3 %, 0 %, 579 MiB
3 %, 0 %, 579 MiB
3 %, 0 %, 579 MiB
3 %, 0 %, 579 MiB
3 %, 0 %, 579 MiB
3 %, 0 %, 579 MiB
3 %, 0 %, 579 MiB
3 %, 0 %, 579 MiB
3 %, 0 %, 579 MiB
3 %, 0 %, 579 MiB
3 %, 0 %, 579 MiB
3 %, 0 %, 579 MiB
3 %, 0 %, 579 MiB
3 %, 0 %, 579 MiB
3 %, 0 %, 579 MiB
3 %, 0 %, 579 MiB
3 %, 0 %, 579 MiB
3 %, 0 %, 579 MiB
3 %, 0 %, 579 MiB
3 %, 0 %, 579 MiB
3 %, 0 %, 579 MiB
3 %, 0 %, 579 MiB
3 %, 0 %, 581 MiB
3 %, 0 %, 581 MiB
3 %, 0 %, 581 MiB
3 %, 0 %, 583 MiB
3 %, 0 %, 583 MiB
3 %, 0 %, 583 MiB
3 %, 0 %, 585 MiB
3 %, 0 %, 585 MiB
3 %, 0 %, 585 MiB
3 %, 0 %, 587 MiB
3 %, 0 %, 587 MiB
2 %, 0 %, 587 MiB
2 %, 0 %, 589 MiB
2 %, 0 %, 589 MiB
2 %, 0 %, 589 MiB
2 %, 0 %, 591 MiB
2 %, 0 %, 591 MiB
2 %, 0 %, 591 MiB
2 %, 0 %, 591 MiB
2 %, 0 %, 593 MiB
2 %, 0 %, 593 MiB
2 %, 0 %, 593 MiB
2 %, 0 %, 595 MiB
2 %, 0 %, 595 MiB
2 %, 0 %, 595 MiB
2 %, 0 %, 597 MiB
2 %, 0 %, 597 MiB
2 %, 0 %, 597 MiB
2 %, 0 %, 597 MiB
2 %, 0 %, 597 MiB
2 %, 0 %, 597 MiB
2 %, 0 %, 597 MiB
2 %, 0 %, 597 MiB
2 %, 0 %, 597 MiB
2 %, 0 %, 597 MiB
2 %, 0 %, 597 MiB
2 %, 0 %, 597 MiB
2 %, 0 %, 597 MiB
2 %, 0 %, 597 MiB
2 %, 0 %, 597 MiB
2 %, 0 %, 597 MiB
2 %, 0 %, 597 MiB
2 %, 0 %, 597 MiB
2 %, 0 %, 597 MiB
2 %, 0 %, 597 MiB
2 %, 0 %, 597 MiB
2 %, 0 %, 597 MiB
2 %, 0 %, 597 MiB
2 %, 0 %, 597 MiB
2 %, 0 %, 597 MiB
2 %, 0 %, 597 MiB
2 %, 0 %, 597 MiB
2 %, 0 %, 597 MiB
2 %, 0 %, 597 MiB
2 %, 0 %, 597 MiB
2 %, 0 %, 597 MiB
2 %, 0 %, 597 MiB
2 %, 0 %, 597 MiB
2 %, 0 %, 597 MiB
2 %, 0 %, 597 MiB
2 %, 0 %, 597 MiB
2 %, 0 %, 597 MiB
2 %, 0 %, 597 MiB
2 %, 0 %, 597 MiB
2 %, 0 %, 597 MiB
2 %, 0 %, 597 MiB
2 %, 0 %, 597 MiB
2 %, 0 %, 597 MiB
2 %, 0 %, 597 MiB
2 %, 0 %, 597 MiB
2 %, 0 %, 597 MiB
2 %, 0 %, 597 MiB
2 %, 0 %, 597 MiB
2 %, 0 %, 597 MiB
2 %, 0 %, 597 MiB
2 %, 0 %, 597 MiB
2 %, 0 %, 597 MiB
2 %, 0 %, 597 MiB
2 %, 0 %, 599 MiB
2 %, 0 %, 599 MiB
2 %, 0 %, 599 MiB
2 %, 0 %, 599 MiB
2 %, 0 %, 599 MiB
2 %, 0 %, 599 MiB
2 %, 0 %, 599 MiB
2 %, 0 %, 599 MiB
2 %, 0 %, 599 MiB
2 %, 0 %, 599 MiB
2 %, 0 %, 599 MiB
2 %, 0 %, 601 MiB
2 %, 0 %, 601 MiB
2 %, 0 %, 609 MiB
2 %, 0 %, 631 MiB
2 %, 0 %, 639 MiB
2 %, 0 %, 605 MiB
2 %, 0 %, 621 MiB
2 %, 0 %, 609 MiB
2 %, 0 %, 707 MiB
2 %, 0 %, 835 MiB
2 %, 0 %, 983 MiB
2 %, 0 %, 1111 MiB
2 %, 0 %, 1239 MiB
2 %, 0 %, 1229 MiB
2 %, 0 %, 1195 MiB
2 %, 0 %, 1097 MiB
2 %, 0 %, 1097 MiB
16 %, 3 %, 985 MiB
16 %, 3 %, 985 MiB
16 %, 3 %, 857 MiB
16 %, 3 %, 857 MiB
16 %, 3 %, 735 MiB
16 %, 3 %, 735 MiB
16 %, 3 %, 735 MiB
16 %, 3 %, 769 MiB
16 %, 3 %, 803 MiB
16 %, 3 %, 935 MiB
16 %, 3 %, 935 MiB
16 %, 3 %, 901 MiB
16 %, 3 %, 835 MiB
16 %, 3 %, 835 MiB
16 %, 3 %, 835 MiB
16 %, 3 %, 835 MiB
16 %, 3 %, 835 MiB
16 %, 3 %, 835 MiB
16 %, 3 %, 835 MiB
16 %, 3 %, 835 MiB
16 %, 3 %, 835 MiB
16 %, 3 %, 835 MiB
16 %, 3 %, 835 MiB
16 %, 3 %, 835 MiB
16 %, 3 %, 835 MiB
16 %, 3 %, 835 MiB
16 %, 3 %, 835 MiB
16 %, 3 %, 835 MiB
16 %, 3 %, 835 MiB
16 %, 3 %, 835 MiB
16 %, 3 %, 835 MiB
16 %, 3 %, 835 MiB
16 %, 3 %, 835 MiB
16 %, 3 %, 835 MiB
16 %, 3 %, 835 MiB
16 %, 3 %, 835 MiB
16 %, 3 %, 835 MiB
16 %, 3 %, 835 MiB
16 %, 3 %, 835 MiB
16 %, 3 %, 835 MiB
16 %, 3 %, 835 MiB
16 %, 3 %, 835 MiB
16 %, 3 %, 835 MiB
16 %, 3 %, 835 MiB
16 %, 3 %, 835 MiB
16 %, 3 %, 835 MiB
16 %, 3 %, 835 MiB
16 %, 3 %, 835 MiB
16 %, 3 %, 801 MiB
16 %, 3 %, 785 MiB
16 %, 3 %, 785 MiB
16 %, 3 %, 785 MiB
16 %, 3 %, 785 MiB
16 %, 3 %, 785 MiB
16 %, 3 %, 785 MiB
16 %, 3 %, 819 MiB
16 %, 3 %, 785 MiB
16 %, 3 %, 883 MiB
16 %, 3 %, 983 MiB
16 %, 3 %, 1049 MiB
16 %, 3 %, 1015 MiB
16 %, 3 %, 951 MiB
16 %, 3 %, 885 MiB
16 %, 3 %, 885 MiB
16 %, 3 %, 851 MiB
16 %, 3 %, 835 MiB
16 %, 3 %, 835 MiB
16 %, 3 %, 835 MiB
16 %, 3 %, 835 MiB
16 %, 3 %, 875 MiB
16 %, 3 %, 901 MiB
16 %, 3 %, 869 MiB
16 %, 3 %, 899 MiB
16 %, 3 %, 967 MiB
16 %, 3 %, 1099 MiB
16 %, 3 %, 1065 MiB
16 %, 3 %, 1001 MiB
16 %, 3 %, 935 MiB
16 %, 3 %, 985 MiB
16 %, 3 %, 951 MiB
16 %, 3 %, 935 MiB
16 %, 3 %, 935 MiB
16 %, 3 %, 935 MiB
16 %, 3 %, 935 MiB
16 %, 3 %, 935 MiB
16 %, 3 %, 1001 MiB
16 %, 3 %, 969 MiB
16 %, 3 %, 999 MiB
16 %, 3 %, 1133 MiB
43 %, 14 %, 1199 MiB
43 %, 14 %, 1165 MiB
43 %, 14 %, 1101 MiB
43 %, 14 %, 1035 MiB
43 %, 14 %, 1085 MiB
43 %, 14 %, 1051 MiB
43 %, 14 %, 1035 MiB
43 %, 14 %, 1035 MiB
43 %, 14 %, 1035 MiB
43 %, 14 %, 1035 MiB
43 %, 14 %, 1069 MiB
43 %, 14 %, 1035 MiB
43 %, 14 %, 985 MiB
43 %, 14 %, 1147 MiB
43 %, 14 %, 1181 MiB
43 %, 14 %, 1313 MiB
43 %, 14 %, 1445 MiB
