0;0;19687.41015625
1;1;19588.091796875
2;2;19749.6796875
3;3;19555.62109375
4;4;19193.306640625
5;5;19062.08203125
6;6;19487.064453125
7;7;19135.673828125
8;8;18931.169921875
9;9;19683.521484375
10;10;19200.779296875
11;11;19604.61328125
12;12;19834.474609375
13;13;19481.70703125
14;14;19747.537109375
15;15;20096.90234375
16;16;19857.78125
17;17;20447.9921875
18;18;20655.998046875
19;19;20260.123046875
20;20;20435.884765625
21;21;20616.41796875
22;22;20554.759765625
23;23;20546.7421875
24;24;20587.361328125
25;25;20910.603515625
26;26;21345.03515625
27;27;21941.26953125
28;28;21644.25390625
29;29;21916.390625
30;30;22020.04296875
31;31;22311.41796875
32;32;22415.89453125
33;33;22779.052734375
34;34;23282.341796875
35;35;23969.32421875
36;36;24120.953125
37;37;23791.572265625
38;38;25285.40234375
39;39;24922.458984375
40;40;26114.54296875
41;41;25267.9609375
42;42;25871.515625
43;43;27114.2578125
44;44;27659.298828125
45;45;28101.8046875
46;46;28334.318359375
47;47;29194.765625
48;48;29305.953125
49;49;29752.859375
50;50;31750.171875
51;51;31973.615234375
52;52;32252.59765625
53;53;33538.09765625
54;54;32558.091796875
55;55;33687.53125
56;56;35020.94140625
57;57;36844.15625
58;58;37680.5390625
59;59;38604.6015625
60;60;39330.953125
61;61;40029.48828125
62;62;41085.6015625
63;63;41459.2265625
64;64;41893.3203125
65;65;43363.60546875
66;66;42926.015625
67;67;43661.6953125
68;68;47730.75
69;69;48766.76953125
70;70;48403.8828125
71;71;49218.77734375
72;72;50097.4296875
73;73;48606.5390625
74;74;51062.6796875
75;75;51075.62890625
76;76;50453.72265625
77;77;55111.16015625
78;78;50766.2265625
79;79;53940.3125
80;80;54981.81640625
81;81;54397.96875
82;82;56710.24609375
83;83;56025.421875
84;84;55439.53125
85;85;57124.265625
86;86;57122.98046875
87;87;57998.01953125
88;88;57897.99609375
89;89;58830.44140625
90;90;58680.79296875
91;91;58941.75
92;92;61499.8203125
93;93;60464.05859375
94;94;60697.8671875
95;95;61470.63671875
96;96;63313.3203125
97;97;62191.24609375
98;98;63177.23046875
99;99;61718.71875
100;100;63628.0859375
101;101;62221.19140625
102;102;65812.9609375
103;103;66370.7890625
104;104;68009.2109375
105;105;64281.58203125
106;106;63851.6015625
107;107;65607.5625
108;108;63499.453125
109;109;67214.8046875
110;110;66084.765625
111;111;66077.9921875
112;112;64186.83203125
113;113;66397.96875
114;114;65694.8359375
115;115;66399.375
116;116;66589.859375
117;117;68918.65625
118;118;67779.046875
119;119;69444.265625
120;120;68851.8828125
121;121;71365.2109375
122;122;72987.8125
123;123;71041.5625
124;124;69133.0703125
125;125;68924.2890625
126;126;69850.125
127;127;68967.4375
128;128;66978.0234375
129;129;68742.6953125
130;130;69108.2421875
131;131;69402.875
132;132;68514.21875
133;133;70870.6640625
134;134;69881.59375
135;135;68922.1796875
136;136;70121.1640625
137;137;70806.171875
138;138;69536.3671875
139;139;70673.234375
140;140;71278.78125
141;141;69719.796875
142;142;70058.390625
143;143;69656.8515625
144;144;73785.5625
145;145;72548.765625
146;146;72679.234375
147;147;74920.078125
148;148;71724.3515625
149;149;68122.421875
150;150;70904.1875
151;151;68519.546875
152;152;70892.3125
153;153;68327.1875
154;154;71751.796875
155;155;70076.28125
156;156;71810.515625
157;157;73534.8828125
158;158;69675.265625
159;159;73402.1328125
160;160;74229.671875
161;161;74260.6484375
162;162;73554.2421875
163;163;74883.84375
164;164;71497.8828125
165;165;75280.1953125
166;166;71473.6171875
167;167;69916.78125
168;168;73580.2890625
169;169;73712.8984375
170;170;71575.0234375
171;171;72296.5546875
172;172;73511.9921875
173;173;71706.296875
174;174;70086.6484375
175;175;73074.984375
176;176;73144.375
177;177;72785.7109375
178;178;75029.703125
179;179;69919.6953125
180;180;72031.84375
181;181;71110.8203125
182;182;71046.953125
183;183;71223.8671875
184;184;71822.5625
185;185;74441.34375
186;186;70356.2890625
187;187;74577.3125
188;188;69897.65625
189;189;76497.6640625
190;190;70387.203125
191;191;74032.6640625
192;192;71598.625
193;193;70120.875
194;194;72659.3984375
195;195;71094.046875
196;196;73027.28125
197;197;73371.5234375
198;198;75116.640625
199;199;75706.578125
200;200;72890.5
201;201;75216.3671875
202;202;76196.9765625
203;203;75535.609375
204;204;76356.9140625
205;205;74218.859375
206;206;74158.859375
207;207;73695.2890625
208;208;73858.4765625
209;209;77055.546875
210;210;72925.65625
211;211;73450.703125
212;212;74690.4296875
213;213;74358.6015625
214;214;75269.3828125
215;215;77135.8515625
216;216;77268.1953125
217;217;73402.640625
218;218;69604.046875
219;219;73242.484375
220;220;74316.7109375
221;221;73095.2421875
222;222;74341.9921875
223;223;70920.671875
224;224;74208.9765625
225;225;75206.671875
226;226;77879.9609375
227;227;74330.9140625
228;228;74896.6640625
229;229;75007.9609375
230;230;72247.703125
231;231;76206.46875
232;232;73516.90625
233;233;72578.8515625
234;234;73286.3046875
235;235;74457.59375
236;236;75133.921875
237;237;78163.6875
238;238;75750.15625
239;239;76128.0234375
240;240;73050.109375
241;241;72654.2890625
242;242;74003.7265625
243;243;76247.71875
244;244;71289.4921875
245;245;76543.109375
246;246;74356.828125
247;247;73160.953125
248;248;72918.1875
249;249;70194.375
250;250;72281.328125
251;251;75458.2578125
252;252;75096.546875
253;253;73794.5
254;254;73637.953125
255;255;72612.3671875
256;256;74901.3125
257;257;71737.6875
258;258;72122.703125
259;259;73370.890625
260;260;72709.7578125
261;261;72518.0390625
262;262;74881.1953125
263;263;73938.2734375
264;264;76545.9453125
265;265;75208.1171875
266;266;77177.8671875
267;267;73259.1640625
268;268;72329.75
269;269;74655.125
270;270;74086.1328125
271;271;73461.265625
272;272;75375.53125
273;273;72940.890625
274;274;73992.8671875
275;275;75373.2421875
276;276;74818.7109375
277;277;74776.609375
278;278;76593.421875
279;279;74960.671875
280;280;74333.71875
281;281;77435.75
282;282;78795.1015625
283;283;71127.9453125
284;284;77593.9140625
285;285;75745.09375
286;286;74534.703125
287;287;74074.65625
288;288;73040.8046875
289;289;73021.4453125
290;290;72507.328125
291;291;75497.1953125
292;292;76469.1640625
293;293;76733.6640625
294;294;76442.6875
295;295;74423.4609375
296;296;77752.0859375
297;297;75086.7734375
298;298;73186.0
299;299;77000.40625
300;300;77354.453125
301;301;76642.4453125
302;302;77567.921875
303;303;74075.1484375
304;304;75602.78125
305;305;77355.734375
306;306;78007.9765625
307;307;75163.25
308;308;76167.5703125
309;309;76700.4375
310;310;77585.21875
311;311;77500.6171875
312;312;76711.3359375
313;313;78023.015625
314;314;75936.1796875
315;315;73901.09375
316;316;78394.921875
317;317;76386.96875
318;318;75207.953125
319;319;75650.109375
320;320;74908.859375
321;321;76268.0703125
322;322;78679.203125
323;323;75378.484375
324;324;76908.046875
325;325;74729.15625
326;326;76803.765625
327;327;75436.3984375
328;328;73756.984375
329;329;73247.71875
330;330;72514.5
331;331;75162.15625
332;332;74903.984375
333;333;74883.9296875
334;334;74352.3671875
335;335;75211.9609375
336;336;73368.09375
337;337;78081.6875
338;338;75907.8203125
339;339;72064.4375
340;340;79675.3359375
341;341;75573.7265625
342;342;75704.4453125
343;343;77973.7265625
344;344;76809.5703125
345;345;75261.234375
346;346;73891.6875
347;347;77794.9609375
348;348;75606.671875
349;349;78449.2421875
350;350;78677.8671875
351;351;76419.5390625
352;352;76217.7265625
353;353;76244.3984375
354;354;74723.1484375
355;355;74475.03125
356;356;73170.3046875
357;357;75223.5078125
358;358;73357.578125
359;359;75359.2578125
360;360;76423.78125
361;361;78200.6875
362;362;76845.859375
363;363;76308.765625
364;364;74988.4609375
365;365;75902.6328125
366;366;71349.8125
367;367;77016.234375
368;368;76437.1015625
369;369;78396.7265625
370;370;75082.8671875
371;371;77714.0078125
372;372;72942.40625
